,PSR,Observatory,Nepochs,Epoch1,RMS1,Epoch2,RMS2,Epoch3,RMS3,Epoch4,RMS4,Epoch5,RMS5,RAJ,DECJ
133,J1730-033,AO,2,2005,,2029,0.207263857708,,,,,,,4.58499552429,0.131793412293
134,J0230-013,AO,2,2005,,2029,0.207263857708,,,,,,,0.657594926009,0.126204597091
135,J0705+1614,AO,2,2005,,2030,0.207263857708,,,,,,,1.85606825351,0.283354996609
136,J1957+3116,AO,2,2005,,2030,0.207263857708,,,,,,,5.22564419768,0.545991622137
137,J2034+2710,AO,2,2005,,2031,0.207263857708,,,,,,,5.38854734541,0.474197193037
138,J1631-003,AO,2,2005,,2031,0.207263857708,,,,,,,4.324453233,0.157994137575
139,J1725-037,AO,2,2005,,2032,0.207263857708,,,,,,,4.56241181287,0.133061840997
140,J1851-006,AO,2,2005,,2032,0.207263857708,,,,,,,4.93529386668,0.106610457215
141,J1723-017,AO,2,2005,,2033,0.207263857708,,,,,,,4.55505691051,0.0573428251225
142,J1941+1530,AO,2,2005,,2033,0.207263857708,,,,,,,5.15352431642,0.270613572247
143,J0555+1555,AO,2,2005,,2034,0.207263857708,,,,,,,1.55321814753,0.278058126234
144,J0626-004,AO,2,2005,,2034,0.207263857708,,,,,,,1.68608856905,0.14101078552
145,J1739-054,AO,2,2005,,2035,0.207263857708,,,,,,,4.62436786684,0.137919021715
146,J1914+3407,AO,2,2005,,2035,0.207263857708,,,,,,,5.03870706666,0.595718409655
147,J2318+2116,AO,2,2005,,2036,0.207263857708,,,,,,,6.10200787306,0.371298098046
148,J1201+1112,AO,2,2005,,2036,0.207263857708,,,,,,,3.14755609833,0.195506492683
149,J1216-044,AO,2,2005,,2037,0.207263857708,,,,,,,3.21155979229,0.0653273768748
150,J0233+1017,AO,2,2005,,2037,0.207263857708,,,,,,,0.668018837122,0.179571039679
151,J1009-014,AO,2,2005,,2038,0.207263857708,,,,,,,2.66031973968,0.161343978084
152,J2016+3244,AO,2,2005,,2038,0.207263857708,,,,,,,5.30766248735,0.571362344798
153,J2002+3201,AO,2,2005,,2039,0.207263857708,,,,,,,5.24729706046,0.558936773184
154,J2153+2839,AO,2,2005,,2039,0.207263857708,,,,,,,5.73118409988,0.500253239801
155,J2006+1316,AO,2,2005,,2040,0.207263857708,,,,,,,5.26580476045,0.231760870942
156,J2121-021,AO,2,2005,,2040,0.207263857708,,,,,,,5.5894257158,0.163243015587
